name,version,downloads,updated_at,repository,description
wasmparser,0.245.1,89692037,2026-02-12,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasmparser,A simple event-driven library for parsing WebAssembly binary files.
asn1-rs,0.7.1,88684803,2025-04-14,https://github.com/rusticata/asn1-rs.git,Parser/encoder for ASN.1 BER/DER data
rend,0.5.3,88435418,2025-09-29,https://github.com/djkoloski/rend,"Cross-platform, endian-aware primitives for Rust"
opentelemetry-http,0.31.0,88176794,2025-09-25,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-http,"Helper implementations for sending HTTP requests. Uses include propagating and extracting context over http, exporting telemetry, requesting sampling strategies."
asn1-rs-derive,0.7.0,88175447,2025-04-14,https://github.com/rusticata/asn1-rs.git,Derive macros for the `asn1-rs` crate
piper,0.2.5,87959224,2026-02-28,https://github.com/smol-rs/piper,An asynchronous single-consumer single-producer pipe for bytes.
opentelemetry-otlp,0.31.1,87629572,2026-03-19,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-otlp,Exporter for the OpenTelemetry Collector
rust_decimal,1.40.0,87518244,2026-01-14,https://github.com/paupino/rust-decimal,Decimal number implementation written in pure Rust suitable for financial and fixed-precision calculations.
hash32,1.0.0,87216735,2025-05-27,https://github.com/rust-embedded-community/hash32,32-bit hashing algorithms
aws-smithy-http,0.63.6,87105275,2026-03-02,https://github.com/smithy-lang/smithy-rs,Smithy HTTP logic for smithy-rs.
opentelemetry-proto,0.31.0,86960812,2025-09-25,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-proto,Protobuf generated files and transformations.
bytecheck_derive,0.8.2,86750433,2025-09-29,https://github.com/rkyv/bytecheck,Derive macro for bytecheck
bytecheck,0.8.2,86750052,2025-09-29,https://github.com/rkyv/bytecheck,Memory validation framework for Rust
ctrlc,3.5.2,86610722,2026-02-10,https://github.com/Detegr/rust-ctrlc.git,Easy Ctrl-C handler for Rust projects
notify,8.2.0,86464261,2026-02-14,https://github.com/notify-rs/notify.git,Cross-platform filesystem notification library
unicode-properties,0.1.4,86088248,2025-10-30,https://github.com/unicode-rs/unicode-properties,Query character Unicode properties according to UAX #44 and UTR #51.
bytecount,0.6.9,86064363,2025-06-03,https://github.com/llogiq/bytecount,"count occurrences of a given byte, or the number of UTF-8 code points, in a byte slice, fast"
rmp-serde,1.3.1,85423646,2025-12-23,https://github.com/3Hren/msgpack-rust,Serde support for MessagePack
jiff,0.2.23,84969006,2026-03-03,https://github.com/BurntSushi/jiff,A date-time library that encourages you to jump into the pit of success.  This library is heavily inspired by the Temporal project.
git2,0.20.4,84883369,2026-02-02,https://github.com/rust-lang/git2-rs,Bindings to libgit2 for interoperating with git repositories. This library is both threadsafe and memory safe and allows both reading and writing git repositories.
libgit2-sys,0.18.3+1.9.2,84517419,2025-12-06,https://github.com/rust-lang/git2-rs,Native bindings to the libgit2 library
aws-smithy-json,0.62.5,84263044,2026-03-02,https://github.com/smithy-lang/smithy-rs,Token streaming JSON parser for smithy-rs.
async-process,2.5.0,84257692,2025-09-14,https://github.com/smol-rs/async-process,Async interface for working with processes
toml_parser,1.1.0+spec-1.1.0,84014788,2026-03-23,https://github.com/toml-rs/toml,Yet another format-preserving TOML parser.
indenter,0.3.4,83670342,2025-08-06,https://github.com/yaahc/indenter,"A formatter wrapper that indents the text, designed for error display impls"
sqlx-core,0.8.6,82906289,2025-10-15,https://github.com/launchbadge/sqlx,"Core of SQLx, the rust SQL toolkit. Not intended to be used directly."
lz4_flex,0.13.0,82684463,2026-03-15,https://github.com/pseitz/lz4_flex,"Fastest LZ4 implementation in Rust, no unsafe by default."
sqlx,0.8.6,82632003,2025-10-15,https://github.com/launchbadge/sqlx,"🧰 The Rust SQL Toolkit. An async, pure Rust SQL crate featuring compile-time checked queries without a DSL. Supports PostgreSQL, MySQL, and SQLite."
shell-words,1.1.1,82531550,2025-12-10,https://github.com/tmiasko/shell-words,Process command line according to parsing rules of UNIX shell
resolv-conf,0.7.6,82379053,2025-11-18,https://github.com/hickory-dns/resolv-conf,The resolv.conf file parser
sqlx-macros,0.8.6,82274065,2025-10-15,https://github.com/launchbadge/sqlx,"Macros for SQLx, the rust SQL toolkit. Not intended to be used directly."
rusticata-macros,5.0.0,82249005,2025-03-17,https://github.com/rusticata/rusticata-macros.git,Helper macros for Rusticata
fs-err,3.3.0,81961082,2026-02-07,https://github.com/andrewhickman/fs-err,A drop-in replacement for std::fs with more helpful error messages.
fdeflate,0.3.7,81614049,2024-12-06,https://github.com/image-rs/fdeflate,Fast specialized deflate implementation
http-range-header,0.4.2,81583676,2024-11-28,https://github.com/MarcusGrass/parse-range-headers,No-dep range header parser
snafu-derive,0.9.0,81315679,2026-03-02,https://github.com/shepmaster/snafu,An ergonomic error handling library
snafu,0.9.0,81299353,2026-03-02,https://github.com/shepmaster/snafu,An ergonomic error handling library
rust-ini,0.21.3,81144647,2025-08-30,https://github.com/zonyitoo/rust-ini,An Ini configuration file parsing library in Rust
asn1-rs-impl,0.3.0,79975970,2025-04-14,https://github.com/rusticata/asn1-rs.git,Implementation details for the `asn1-rs` crate
lexical-util,1.0.7,79253878,2025-09-21,https://github.com/Alexhuszagh/rust-lexical,Shared utilities for lexical creates.
lexical-parse-integer,1.0.6,79210314,2025-09-21,https://github.com/Alexhuszagh/rust-lexical,Efficient parsing of integers from strings.
lexical-parse-float,1.0.6,79197817,2025-09-21,https://github.com/Alexhuszagh/rust-lexical,Efficient parsing of floats from strings.
wasm-streams,0.5.0,78717125,2026-01-22,https://github.com/MattiasBuelens/wasm-streams/,Bridging between web streams and Rust streams using WebAssembly
infer,0.19.0,78700108,2025-02-02,https://github.com/bojand/infer,Small crate to infer file type based on magic number signatures
cbindgen,0.29.2,78692917,2025-10-21,https://github.com/mozilla/cbindgen,A tool for generating C bindings to Rust code.
deadpool,0.13.0,78581813,2026-02-17,https://github.com/deadpool-rs/deadpool,Dead simple async pool
gif,0.14.1,78335327,2025-12-04,https://github.com/image-rs/image-gif,GIF de- and encoder
pulldown-cmark,0.13.3,78177438,2026-03-22,https://github.com/raphlinus/pulldown-cmark,A pull parser for CommonMark
async-global-executor,3.1.0,77999442,2025-02-26,https://github.com/Keruspe/async-global-executor,A global executor built on top of async-executor and async-io
compact_str,0.9.0,77958718,2025-02-25,https://github.com/ParkMyCar/compact_str,"A memory efficient string type that transparently stores strings on the stack, when possible"
aws-smithy-types,1.4.7,77907921,2026-03-16,https://github.com/smithy-lang/smithy-rs,Types for smithy-rs codegen.
bytemuck_derive,1.10.2,77478818,2025-10-03,https://github.com/Lokathor/bytemuck,derive proc-macros for `bytemuck`
weezl,0.1.12,77109382,2025-11-11,https://github.com/image-rs/weezl,Fast LZW compression and decompression.
aws-sigv4,1.4.2,77039894,2026-03-04,https://github.com/smithy-lang/smithy-rs,SigV4 signer for HTTP requests and Event Stream messages.
inventory,0.3.22,76688555,2026-02-19,https://github.com/dtolnay/inventory,Typed distributed plugin registration
ntapi,0.4.3,76625597,2026-02-10,https://github.com/MSxDOS/ntapi,FFI bindings for Native API
aws-smithy-async,1.2.14,76467281,2026-03-02,https://github.com/smithy-lang/smithy-rs,Async runtime agnostic abstractions for smithy-rs.
aws-types,1.3.14,76396691,2026-03-04,https://github.com/smithy-lang/smithy-rs,Cross-service types for the AWS SDK.
ndarray,0.17.2,76393440,2026-01-10,https://github.com/rust-ndarray/ndarray,An n-dimensional array for general elements and for numerics. Lightweight array views and slicing; views support chunking and splitting.
rand_xoshiro,0.8.0,76067403,2026-02-02,https://github.com/rust-random/rngs,"Xoshiro, xoroshiro and splitmix64 random number generators"
integer-encoding,4.1.0,75881857,2025-10-28,https://github.com/dermesser/integer-encoding-rs,varint+zigzag and fixedint integer encoding/decoding (https://developers.google.com/protocol-buffers/docs/encoding)
config,0.15.22,75839027,2026-03-17,https://github.com/rust-cli/config-rs,Layered configuration system for Rust applications.
jni-sys,0.4.1,75828775,2026-03-22,https://github.com/jni-rs/jni-sys,Rust definitions corresponding to jni.h
wit-bindgen-rt,0.44.0,75556162,2025-12-05,https://github.com/bytecodealliance/wit-bindgen,Internal runtime support for the `wit-bindgen` crate.
async-std,1.13.2,74780327,2025-08-15,https://github.com/async-rs/async-std,Deprecated in favor of `smol` - Async version of the Rust standard library
castaway,0.2.4,74479343,2025-07-12,https://github.com/sagebind/castaway,"Safe, zero-cost downcasting for limited compile-time specialization."
axum-macros,0.5.0,74445035,2025-01-01,https://github.com/tokio-rs/axum,Macros for axum
metrics,0.24.3,74031198,2025-11-28,https://github.com/metrics-rs/metrics,A lightweight metrics facade.
aws-sdk-sts,1.101.0,73658329,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for AWS Security Token Service
bigdecimal,0.4.10,73632018,2025-12-27,https://github.com/akubera/bigdecimal-rs,Arbitrary precision decimal numbers
litrs,1.0.0,73549433,2025-10-20,https://github.com/LukasKalbertodt/litrs,"Parse and inspect Rust literals (i.e. tokens in the Rust programming language representing fixed values). Particularly useful for proc macros, but can also be used outside of a proc-macro context."
aws-smithy-xml,0.60.15,73326596,2026-03-02,https://github.com/smithy-lang/smithy-rs,XML parsing logic for Smithy protocols.
gloo-timers,0.4.0,73301807,2026-03-25,https://github.com/rustwasm/gloo/tree/master/crates/timers,Convenience crate for working with JavaScript timers
typed-builder,0.23.2,73213092,2025-11-19,https://github.com/idanarye/rust-typed-builder,Compile-time type-checked builder derive
aws-config,1.8.15,72852428,2026-03-04,https://github.com/smithy-lang/smithy-rs,AWS SDK config and credential provider implementations.
toml_write,0.1.2,72517520,2025-06-06,https://github.com/toml-rs/toml,A low-level interface for writing out TOML
lexical-write-float,1.0.6,72135102,2025-09-21,https://github.com/Alexhuszagh/rust-lexical,Efficient formatting of floats to strings.
lexical-write-integer,1.0.6,72071409,2025-09-21,https://github.com/Alexhuszagh/rust-lexical,Efficient formatting of integers to strings.
rstest,0.26.1,71938801,2025-07-27,https://github.com/la10736/rstest,Rust fixture based test framework. It use procedural macro to implement fixtures and table based tests.
widestring,1.2.1,71787870,2025-10-09,https://github.com/VoidStarKat/widestring-rs,"A wide string Rust library for converting to and from wide strings, such as those often used in Windows API or other FFI libaries. Both `u16` and `u32` string types are provided, including support for"
gethostname,1.1.0,71652813,2025-10-14,https://codeberg.org/swsnr/gethostname.rs.git,gethostname for all platforms
dlv-list,0.6.0,70675242,2024-11-17,https://github.com/sgodwincs/dlv-list-rs,Semi-doubly linked list implemented using a vector
psm,0.1.30,70568727,2026-02-07,https://github.com/rust-lang/stacker/,Portable Stack Manipulation: stack manipulation and introspection routines
lru-slab,0.1.2,70368816,2025-04-19,https://github.com/Ralith/lru-slab,Pre-allocated storage with constant-time LRU tracking
chrono-tz-build,0.5.0,69939289,2025-07-11,https://github.com/chronotope/chrono-tz,internal build script for chrono-tz
handlebars,6.4.0,69715766,2026-01-02,https://github.com/sunng87/handlebars-rust,Handlebars templating implemented in Rust.
aws-sdk-sso,1.97.0,69552379,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for AWS Single Sign-On
derive_arbitrary,1.4.2,69359264,2025-08-14,https://github.com/rust-fuzz/arbitrary,Derives arbitrary traits
aws-credential-types,1.2.14,69260624,2026-03-04,https://github.com/smithy-lang/smithy-rs,Types for AWS SDK credentials.
fiat-crypto,0.3.0,69194557,2025-06-04,https://github.com/mit-plv/fiat-crypto,Fiat-crypto generated Rust
rgb,0.8.53,69139298,2026-02-25,https://github.com/kornelski/rust-rgb,`struct RGB/RGBA/etc.` for sharing pixels between crates + convenience methods for color manipulation. Allows no-copy high-level interoperability. Also adds common convenience methods and implements s
typeid,1.0.3,69060664,2025-03-04,https://github.com/dtolnay/typeid,Const TypeId and non-'static TypeId
aws-smithy-query,0.60.15,69013261,2026-03-02,https://github.com/smithy-lang/smithy-rs,AWSQuery and EC2Query Smithy protocol logic for smithy-rs.
openssl-src,300.5.5+3.5.5,68692626,2026-01-27,https://github.com/alexcrichton/openssl-src-rs,Source of OpenSSL and logic to build it.
document-features,0.2.12,68503030,2025-10-24,https://github.com/slint-ui/document-features,Extract documentation for the feature flags from comments in Cargo.toml
jpeg-decoder,0.3.2,68484940,2025-06-21,https://github.com/image-rs/jpeg-decoder,JPEG decoder
serde_qs,1.1.0,68272620,2026-03-21,https://github.com/samscott89/serde_qs,Querystrings for Serde
bytesize,2.3.1,68267446,2025-11-26,https://github.com/bytesize-rs/bytesize,Semantic wrapper for byte count representations
lz4-sys,1.11.1+lz4-1.10.0,68079572,2024-09-26,https://github.com/10xGenomics/lz4-rs,Rust LZ4 sys package.
ron,0.12.0,67683272,2025-11-12,https://github.com/ron-rs/ron,Rusty Object Notation
parse-zoneinfo,0.5.0,67433283,2025-07-15,https://github.com/chronotope/chrono-tz,Parse zoneinfo files from the IANA database
windows-registry,0.6.1,67283393,2025-10-06,https://github.com/microsoft/windows-rs,Windows registry
tiff,0.11.3,66827220,2026-02-10,https://github.com/image-rs/image-tiff,TIFF decoding and encoding library in pure Rust
moka,0.12.15,66774682,2026-03-22,https://github.com/moka-rs/moka,A fast and concurrent cache library inspired by Java Caffeine
rstest_macros,0.26.1,66732000,2025-07-27,https://github.com/la10736/rstest,Rust fixture based test framework. It use procedural macro to implement fixtures and table based tests.
clap_complete,4.6.0,66627256,2026-03-12,https://github.com/clap-rs/clap,Generate shell completion scripts for your clap::Command
tikv-jemalloc-sys,0.6.1+5.3.0-1-ge13ca993e8ccb9ba9847cc330696e02839f328f7,66456251,2025-10-16,https://github.com/tikv/jemallocator,Rust FFI bindings to jemalloc
heapless,0.9.2,66103284,2025-11-12,https://github.com/rust-embedded/heapless,`static` friendly data structures that don't require dynamic memory allocation
comfy-table,7.2.2,66098703,2026-01-13,https://github.com/nukesor/comfy-table,An easy to use library for building beautiful tables with automatic content wrapping
deadpool-runtime,0.3.1,66090764,2026-02-03,https://github.com/deadpool-rs/deadpool,Dead simple async pool utilities for async runtimes
sqlx-macros-core,0.8.6,65864118,2025-10-15,https://github.com/launchbadge/sqlx,"Macro support core for SQLx, the Rust SQL toolkit. Not intended to be used directly."
zmij,1.0.21,65483805,2026-02-12,https://github.com/dtolnay/zmij,A double-to-string conversion algorithm based on Schubfach and yy
sqlx-postgres,0.8.6,65250152,2025-10-15,https://github.com/launchbadge/sqlx,PostgreSQL driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.
os_pipe,1.2.3,65072350,2025-10-11,https://github.com/oconnor663/os_pipe.rs,a cross-platform library for opening OS pipes
metrics-util,0.20.1,64875976,2025-11-28,https://github.com/metrics-rs/metrics,Helper types/functions used by the metrics ecosystem.
flatbuffers,25.12.19,64648394,2025-12-19,https://github.com/google/flatbuffers,Official FlatBuffers Rust runtime library.
sqlx-sqlite,0.8.6,64562865,2025-10-15,https://github.com/launchbadge/sqlx,SQLite driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.
seq-macro,0.3.6,64553938,2025-03-04,https://github.com/dtolnay/seq-macro,Macro to repeat sequentially indexed copies of a fragment of code.
triomphe,0.1.15,64383078,2025-10-06,https://github.com/Manishearth/triomphe,A fork of std::sync::Arc with some extra functionality and without weak references (originally servo_arc)
actix-rt,2.11.0,64304331,2025-08-30,https://github.com/actix/actix-net,Tokio-based single-threaded async runtime for the Actix ecosystem
once_cell_polyfill,1.70.2,64118249,2025-10-21,https://github.com/polyfill-rs/once_cell_polyfill,Polyfill for `OnceCell` stdlib feature for use with older MSRVs
aws-smithy-runtime-api,1.11.6,64051491,2026-03-02,https://github.com/smithy-lang/smithy-rs,Smithy runtime types.
aws-smithy-runtime,1.10.3,64035005,2026-03-02,https://github.com/smithy-lang/smithy-rs,The new smithy runtime crate
sqlx-mysql,0.8.6,63794224,2025-10-15,https://github.com/launchbadge/sqlx,MySQL driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.
smol_str,0.3.6,63739071,2026-03-04,https://github.com/rust-lang/rust-analyzer/tree/master/lib/smol_str,small-string optimized string type with O(1) clone
aws-runtime,1.7.2,63504856,2026-03-04,https://github.com/smithy-lang/smithy-rs,Runtime support code for the AWS SDK. This crate isn't intended to be used directly.
password-hash,0.6.0,62899000,2026-03-10,https://github.com/RustCrypto/traits,"Traits which describe the functionality of password hashing algorithms, with optional support for a `no_std`/`no_alloc`-friendly implementation of the PHC string format, as well as generic support for"
relative-path,2.0.1,62846056,2025-05-10,https://github.com/udoprog/relative-path,"Portable, relative paths for Rust."
actix-web,4.13.0,62750364,2026-02-18,https://github.com/actix/actix-web,"Actix Web is a powerful, pragmatic, and extremely fast web framework for Rust"
async-broadcast,0.7.2,62606321,2024-12-23,https://github.com/smol-rs/async-broadcast,Async broadcast channels
tracing-appender,0.2.4,62361464,2025-11-26,https://github.com/tokio-rs/tracing,Provides utilities for file appenders and making non-blocking writers.
jsonpath-rust,1.0.4,62297061,2025-07-30,https://github.com/besok/jsonpath-rust,The library provides the basic functionality to find the set of the data according to the filtering query.
actix-http,3.12.0,62282896,2026-02-18,https://github.com/actix/actix-web,HTTP types and services for the Actix ecosystem
signal-hook-mio,0.3.0,62273212,2026-01-01,https://github.com/vorner/signal-hook,MIO support for signal-hook
cpp_demangle,0.5.1,62086411,2025-11-05,https://github.com/gimli-rs/cpp_demangle,A crate for demangling C++ symbols
tikv-jemallocator,0.6.1,61975611,2025-10-16,https://github.com/tikv/jemallocator,A Rust allocator backed by jemalloc
primeorder,0.13.6,61865883,2026-03-10,https://github.com/RustCrypto/elliptic-curves,Pure Rust implementation of complete addition formulas for prime order elliptic curves (Renes-Costello-Batina 2015). Generic over field elements and curve equation coefficients
enumflags2,0.7.12,61628458,2025-06-09,https://github.com/meithecatte/enumflags2,Enum-based bit flags
enumflags2_derive,0.7.12,61557704,2025-06-09,https://github.com/meithecatte/enumflags2,"Do not use directly, use the reexport in the `enumflags2` crate. This allows for better compatibility across versions."
chacha20,0.10.0,61332056,2026-02-07,https://github.com/RustCrypto/stream-ciphers,"The ChaCha20 stream cipher (RFC 8439) implemented in pure Rust using traits from the RustCrypto `cipher` crate, with optional architecture-specific hardware acceleration (AVX2, SSE2). Additionally pro"
json-patch,4.1.0,61048151,2025-09-16,https://github.com/idubrov/json-patch,"RFC 6902, JavaScript Object Notation (JSON) Patch"
bytestring,1.5.0,60898672,2025-09-15,https://github.com/actix/actix-net,A UTF-8 encoded read-only string using `Bytes` as storage
nalgebra,0.34.1,60799350,2025-09-20,https://github.com/dimforge/nalgebra,General-purpose linear algebra library with transformations and statically-sized or dynamically-sized matrices.
slotmap,1.1.1,60667100,2025-12-06,https://github.com/orlp/slotmap,Slotmap data structure
cfg-expr,0.20.7,60615121,2026-03-06,https://github.com/EmbarkStudios/cfg-expr,A parser and evaluator for Rust `cfg()` expressions.
redis,1.1.0,60609510,2026-03-21,https://github.com/redis-rs/redis-rs,Redis driver for Rust.
actix-server,2.6.0,60454568,2025-05-09,https://github.com/actix/actix-net/tree/master/actix-server,General purpose TCP server built for the Actix ecosystem
ouroboros,0.18.5,60140315,2025-01-11,https://github.com/someguynamedjosh/ouroboros,"Easy, safe self-referential struct generation."
actix-service,2.0.3,59827221,2025-03-09,https://github.com/actix/actix-net,Service trait and combinators for representing asynchronous request/response operations.
ouroboros_macro,0.18.5,59800345,2025-01-11,https://github.com/someguynamedjosh/ouroboros,Proc macro for ouroboros crate.
actix-router,0.5.4,59574876,2026-02-18,https://github.com/actix/actix-web,Resource path matching and router
enum-ordinalize,4.3.2,59312816,2025-10-28,https://github.com/magiclen/enum-ordinalize,This library enables enums to not only obtain the ordinal values of their variants but also allows for the construction of enums from an ordinal value.
atomic,0.6.1,58520431,2025-06-20,https://github.com/Amanieu/atomic-rs,Generic Atomic<T> wrapper type
ipnetwork,0.21.1,58449655,2025-01-07,https://github.com/achanda/ipnetwork,A library to work with IP CIDRs in Rust
cxxbridge-macro,1.0.194,58360523,2026-01-21,https://github.com/dtolnay/cxx,Implementation detail of the `cxx` crate.
cxx,1.0.194,58298235,2026-01-21,https://github.com/dtolnay/cxx,Safe interop between Rust and C++
jsonschema,0.45.0,58280222,2026-03-08,https://github.com/Stranger6667/jsonschema,JSON schema validaton library
async-signal,0.2.13,58256887,2025-09-14,https://github.com/smol-rs/async-signal,Async signal handling
nanorand,0.8.0,58179207,2025-06-08,https://github.com/Absolucy/nanorand-rs,"A tiny, fast, zero-dep library for random number generation."
ttf-parser,0.25.1,58015441,2024-11-29,https://github.com/harfbuzz/ttf-parser,"A high-level, safe, zero-allocation font parser for TrueType, OpenType, and AAT."
lalrpop-util,0.23.1,57890076,2026-03-11,https://github.com/lalrpop/lalrpop,Runtime library for parsers generated by LALRPOP
stacker,0.1.23,57792291,2026-02-07,https://github.com/rust-lang/stacker,A stack growth library useful when implementing deeply recursive algorithms that may accidentally blow the stack.
wit-bindgen,0.54.0,57750666,2026-03-16,https://github.com/bytecodealliance/wit-bindgen,Rust bindings generator and runtime support for WIT and the component model. Used when compiling Rust programs to the component model.
arrow-schema,58.1.0,57630239,2026-03-24,https://github.com/apache/arrow-rs,Defines the logical types for arrow arrays
arrow-buffer,58.1.0,57590116,2026-03-24,https://github.com/apache/arrow-rs,Buffer abstractions for Apache Arrow
arrow-data,58.1.0,57513746,2026-03-24,https://github.com/apache/arrow-rs,Array data abstractions for Apache Arrow
arrow-array,58.1.0,57507270,2026-03-24,https://github.com/apache/arrow-rs,Array abstractions for Apache Arrow
cxxbridge-flags,1.0.194,57400418,2026-01-21,https://github.com/dtolnay/cxx,Compiler configuration of the `cxx` crate (implementation detail)
link-cplusplus,1.0.12,57343444,2025-09-06,https://github.com/dtolnay/link-cplusplus,Link libstdc++ or libc++ automatically or manually
tokio-test,0.4.5,57272112,2026-01-04,https://github.com/tokio-rs/tokio,Testing utilities for Tokio- and futures-based code
zopfli,0.8.3,57248810,2025-10-30,https://github.com/zopfli-rs/zopfli,A Rust implementation of the Zopfli compression algorithm.
arrow-select,58.1.0,57050450,2026-03-24,https://github.com/apache/arrow-rs,Selection kernels for arrow arrays
arrow-cast,58.1.0,56856680,2026-03-24,https://github.com/apache/arrow-rs,Cast kernel and utilities for Apache Arrow
sqlparser,0.61.0,56767885,2026-02-10,https://github.com/apache/datafusion-sqlparser-rs,Extensible SQL Lexer and Parser with support for ANSI SQL:2011
poly1305,0.8.0,56636626,2026-02-10,https://github.com/RustCrypto/universal-hashes,The Poly1305 universal hash function and message authentication code
radix_trie,0.3.0,56213582,2025-09-16,https://github.com/michaelsproul/rust_radix_trie,Generic radix trie data-structure.
wasm-encoder,0.245.1,55923058,2026-02-12,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasm-encoder,A low-level WebAssembly encoder.
glam,0.32.1,55691600,2026-03-06,https://github.com/bitshifter/glam-rs,A simple and fast 3D math library for games and graphics
assert_cmd,2.2.0,55661267,2026-03-10,https://github.com/assert-rs/assert_cmd.git,Test CLI Applications.
insta,1.47.0,55597667,2026-03-27,https://github.com/mitsuhiko/insta,A snapshot testing library for Rust
ena,0.14.4,55526463,2026-02-10,https://github.com/rust-lang/ena,"Union-find, congruence closure, and other unification code. Based on code from rustc."
xxhash-rust,0.8.15,55476029,2024-12-30,https://github.com/DoumanAsh/xxhash-rust,Implementation of xxhash
toml_writer,1.1.0+spec-1.1.0,55320763,2026-03-23,https://github.com/toml-rs/toml,A low-level interface for writing out TOML
yasna,0.6.0,55034000,2026-03-14,https://github.com/qnighy/yasna.rs,ASN.1 library for Rust
aws-smithy-eventstream,0.60.20,54957580,2026-03-02,https://github.com/smithy-lang/smithy-rs,Event stream logic for smithy-rs.
aws-sdk-ssooidc,1.99.0,54880450,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for AWS SSO OIDC
const_fn,0.4.12,54833552,2026-03-03,https://github.com/taiki-e/const_fn,A lightweight attribute for easy generation of const functions with conditional compilations.
cxx-build,1.0.194,54083407,2026-01-21,https://github.com/dtolnay/cxx,C++ code generator for integrating `cxx` crate into a Cargo build.
sketches-ddsketch,0.4.0,53868071,2026-03-18,https://github.com/mheffner/rust-sketches-ddsketch,A direct port of the Golang DDSketch implementation.
scroll,0.13.0,53808542,2025-05-26,https://github.com/m4b/scroll,"A suite of powerful, extensible, generic, endian-aware Read/Write traits for byte buffers"
string_cache_codegen,0.6.1,53788957,2025-09-08,https://github.com/servo/string-cache,"A codegen library for string-cache, developed as part of the Servo project."
ark-std,0.5.0,53784198,2024-10-28,https://github.com/arkworks-rs/std,A library for no_std compatibility
scratch,1.0.9,53593859,2025-08-07,https://github.com/dtolnay/scratch,Compile-time temporary directory shared by multiple crates and erased by `cargo clean`
scc,3.6.12,53560871,2026-03-24,https://codeberg.org/wvwwvwwv/scalable-concurrent-containers/,A collection of high-performance asynchronous/concurrent containers with both asynchronous and synchronous interfaces
object_store,0.13.2,53440782,2026-03-24,https://github.com/apache/arrow-rs-object-store,"A generic object store interface for uniformly interacting with AWS S3, Google Cloud Storage, Azure Blob Storage and local files."
etcetera,0.11.0,53404700,2025-10-28,https://github.com/lunacookies/etcetera,"An unopinionated library for obtaining configuration, data, cache, & other directories"
ark-serialize,0.5.0,53126486,2024-10-28,https://github.com/arkworks-rs/algebra,A library for serializing types in the arkworks ecosystem
lz4,1.28.1,53113973,2025-01-07,https://github.com/10xGenomics/lz4-rs,Rust LZ4 bindings library.
ark-ff-asm,0.5.0,53083909,2024-10-28,https://github.com/arkworks-rs/algebra,A library for generating x86-64 assembly for finite field multiplication
ark-ff-macros,0.5.0,53052841,2024-10-28,https://github.com/arkworks-rs/algebra,A library for generating x86-64 assembly for finite field multiplication
rusqlite,0.39.0,52957663,2026-03-15,https://github.com/rusqlite/rusqlite,Ergonomic wrapper for SQLite
aws-sdk-s3,1.127.0,52918056,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for Amazon Simple Storage Service
ark-ff,0.5.0,52894704,2024-10-28,https://github.com/arkworks-rs/algebra,A library for finite fields
sdd,4.7.5,52893018,2026-03-15,https://codeberg.org/wvwwvwwv/scalable-delayed-dealloc,Scalable lock-free delayed memory reclaimer
rcgen,0.14.7,52633924,2026-01-19,https://github.com/rustls/rcgen,Rust X.509 certificate generator
arrow-ipc,58.1.0,52560021,2026-03-24,https://github.com/apache/arrow-rs,Support for the Arrow IPC format
dialoguer,0.12.0,51907209,2025-08-23,https://github.com/console-rs/dialoguer,A command line prompting library.
reqwest-middleware,0.5.1,51623398,2026-02-05,https://github.com/TrueLayer/reqwest-middleware,Wrapper around reqwest to allow for client middleware chains.
procfs,0.18.0,51508488,2025-08-30,https://github.com/eminence/procfs,Interface to the linux procfs pseudo-filesystem
aws-smithy-checksums,0.64.6,51137979,2026-03-02,https://github.com/smithy-lang/smithy-rs,Checksum calculation and verification callbacks
sqlformat,0.5.0,50853372,2025-10-09,https://github.com/shssoichiro/sqlformat-rs,Formats whitespace in a SQL string to make it easier to read
lalrpop,0.23.1,50356607,2026-03-11,https://github.com/lalrpop/lalrpop,convenient LR(1) parser generator
governor,0.10.4,50343135,2025-12-16,https://github.com/boinkor-net/governor.git,A rate-limiting implementation in Rust
test-log,0.2.19,50328286,2025-11-28,https://github.com/d-e-s-o/test-log.git,A replacement of the #[test] attribute that initializes logging and/or tracing infrastructure before running tests.
quickcheck,1.1.0,50303771,2026-02-10,https://github.com/BurntSushi/quickcheck,Automatic property based testing with shrinking.
zlib-rs,0.6.3,50214119,2026-03-02,https://github.com/trifectatechfoundation/zlib-rs,A memory-safe zlib implementation written in rust
markup5ever,0.39.0,50209657,2026-03-13,https://github.com/servo/html5ever,Common code for xml5ever and html5ever
simba,0.9.1,49935960,2025-09-05,https://github.com/dimforge/simba,SIMD algebra for Rust
